item_id,transaction_id,product_id,quantity,price_per_unit,product_name,category
498,184,9,1,907.16,Durable Stapler,Office Supplies
499,185,9,3,907.16,Durable Stapler,Office Supplies
500,185,17,3,437.4,Executive Pen Set,Office Supplies
501,185,28,2,513.64,Recycled Pen Set,Office Supplies
502,186,43,1,871.0,Electric Toaster,Kitchen
503,186,32,1,881.19,Ceramic Mixer,Kitchen
504,187,43,2,871.0,Electric Toaster,Kitchen
505,187,2,3,58.73,Ceramic Blender,Kitchen
506,188,41,1,572.96,Lightweight Tent,Sports & Outdoors
507,189,39,2,426.93,Ergonomic Cabinet,Furniture
508,189,5,2,217.67,Classic Board Game,Toys & Games
509,189,3,3,380.13,Luxury Moisturizer,Beauty & Personal Care
510,189,42,1,874.95,Vintage Shirt,Clothing
511,189,10,1,224.96,Portable TV,Electronics
512,190,31,3,11.91,Formal Jeans,Clothing
513,191,25,3,255.44,All-Weather Tent,Sports & Outdoors
514,192,23,3,853.43,Compact Cabinet,Furniture
515,192,18,3,218.27,Hardcover Biography,Books
516,193,6,3,969.12,Professional Ball,Sports & Outdoors
517,193,39,2,426.93,Ergonomic Cabinet,Furniture
518,194,48,3,353.38,Portable Bicycle,Sports & Outdoors
519,194,23,1,853.43,Compact Cabinet,Furniture
520,195,17,2,437.4,Executive Pen Set,Office Supplies
521,195,4,2,692.96,Vintage T-shirt,Clothing
522,195,11,2,798.89,Electronic Puzzle,Toys & Games
523,196,15,3,670.76,Vintage Jacket,Clothing
524,196,9,2,907.16,Durable Stapler,Office Supplies
525,196,24,1,116.35,Wireless TV,Electronics
526,197,32,2,881.19,Ceramic Mixer,Kitchen
527,197,1,1,657.49,Educational Doll,Toys & Games
528,198,17,3,437.4,Executive Pen Set,Office Supplies
529,198,28,3,513.64,Recycled Pen Set,Office Supplies
530,199,45,1,500.45,Electric Cookware Set,Kitchen
531,199,2,1,58.73,Ceramic Blender,Kitchen
532,199,34,1,581.47,Natural Moisturizer,Beauty & Personal Care
533,200,2,2,58.73,Ceramic Blender,Kitchen
534,200,32,1,881.19,Ceramic Mixer,Kitchen
535,201,43,3,871.0,Electric Toaster,Kitchen
536,201,32,2,881.19,Ceramic Mixer,Kitchen
537,201,2,2,58.73,Ceramic Blender,Kitchen
538,201,19,2,470.88,Compact Vacuum,Home Appliances
539,202,39,1,426.93,Ergonomic Cabinet,Furniture
540,203,47,2,275.32,Limited Edition Self-Help Book,Books
541,203,37,3,575.69,Classic Board Game,Toys & Games
542,204,6,1,969.12,Professional Ball,Sports & Outdoors
543,204,32,2,881.19,Ceramic Mixer,Kitchen
544,204,1,2,657.49,Educational Doll,Toys & Games
545,204,12,2,853.97,Designer Shirt,Clothing
546,205,32,1,881.19,Ceramic Mixer,Kitchen
547,205,37,3,575.69,Classic Board Game,Toys & Games
548,205,39,1,426.93,Ergonomic Cabinet,Furniture
549,206,8,3,620.77,Casual Jeans,Clothing
550,206,46,3,186.25,Natural Hair Dryer,Beauty & Personal Care
551,206,48,3,353.38,Portable Bicycle,Sports & Outdoors
552,207,20,1,269.58,Interactive Building Blocks,Toys & Games
553,208,18,1,218.27,Hardcover Biography,Books
554,208,4,2,692.96,Vintage T-shirt,Clothing
555,209,3,3,380.13,Luxury Moisturizer,Beauty & Personal Care
556,209,15,3,670.76,Vintage Jacket,Clothing
557,210,50,1,609.91,Wireless Smartwatch,Electronics
558,210,19,3,470.88,Compact Vacuum,Home Appliances
559,211,9,2,907.16,Durable Stapler,Office Supplies
560,211,17,3,437.4,Executive Pen Set,Office Supplies
561,211,28,1,513.64,Recycled Pen Set,Office Supplies
562,212,37,3,575.69,Classic Board Game,Toys & Games
563,212,28,2,513.64,Recycled Pen Set,Office Supplies
564,213,46,3,186.25,Natural Hair Dryer,Beauty & Personal Care
565,213,16,1,164.09,Classic Puzzle,Toys & Games
566,213,28,3,513.64,Recycled Pen Set,Office Supplies
567,213,9,1,907.16,Durable Stapler,Office Supplies
568,214,43,2,871.0,Electric Toaster,Kitchen
569,214,2,2,58.73,Ceramic Blender,Kitchen
570,214,32,2,881.19,Ceramic Mixer,Kitchen
571,214,48,3,353.38,Portable Bicycle,Sports & Outdoors
572,214,16,3,164.09,Classic Puzzle,Toys & Games
573,215,28,1,513.64,Recycled Pen Set,Office Supplies
574,215,17,3,437.4,Executive Pen Set,Office Supplies
575,216,32,1,881.19,Ceramic Mixer,Kitchen
576,217,29,1,869.43,Casual Shirt,Clothing
577,218,9,1,907.16,Durable Stapler,Office Supplies
578,218,28,3,513.64,Recycled Pen Set,Office Supplies
579,219,19,2,470.88,Compact Vacuum,Home Appliances
580,219,15,3,670.76,Vintage Jacket,Clothing
581,219,6,1,969.12,Professional Ball,Sports & Outdoors
582,220,43,2,871.0,Electric Toaster,Kitchen
583,220,46,3,186.25,Natural Hair Dryer,Beauty & Personal Care
584,221,23,1,853.43,Compact Cabinet,Furniture
585,221,9,3,907.16,Durable Stapler,Office Supplies
586,222,28,3,513.64,Recycled Pen Set,Office Supplies
587,223,26,1,27.02,Portable Fitness Tracker,Sports & Outdoors
588,223,34,2,581.47,Natural Moisturizer,Beauty & Personal Care
589,223,30,2,144.69,Illustrated Self-Help Book,Books
590,223,22,2,315.8,Premium Organizer,Office Supplies
591,223,49,1,971.24,Creative Board Game,Toys & Games
592,224,11,3,798.89,Electronic Puzzle,Toys & Games
593,224,43,1,871.0,Electric Toaster,Kitchen
594,225,17,1,437.4,Executive Pen Set,Office Supplies
595,226,32,2,881.19,Ceramic Mixer,Kitchen
596,226,27,2,33.26,Professional Shampoo,Beauty & Personal Care
597,226,35,2,676.61,Hypoallergenic Hair Dryer,Beauty & Personal Care
598,227,14,1,945.75,Modern Sofa,Furniture
599,228,28,3,513.64,Recycled Pen Set,Office Supplies
600,228,17,1,437.4,Executive Pen Set,Office Supplies
601,229,43,3,871.0,Electric Toaster,Kitchen
602,229,2,3,58.73,Ceramic Blender,Kitchen
603,229,32,1,881.19,Ceramic Mixer,Kitchen
604,229,21,1,330.45,Smart Heater,Home Appliances
605,230,2,2,58.73,Ceramic Blender,Kitchen
606,230,31,2,11.91,Formal Jeans,Clothing
607,230,27,2,33.26,Professional Shampoo,Beauty & Personal Care
608,230,47,2,275.32,Limited Edition Self-Help Book,Books
609,231,19,3,470.88,Compact Vacuum,Home Appliances
610,231,50,1,609.91,Wireless Smartwatch,Electronics
611,232,29,2,869.43,Casual Shirt,Clothing
612,232,37,3,575.69,Classic Board Game,Toys & Games
613,233,26,1,27.02,Portable Fitness Tracker,Sports & Outdoors
614,233,7,1,669.73,Bestselling Biography,Books
615,233,18,2,218.27,Hardcover Biography,Books
616,234,47,3,275.32,Limited Edition Self-Help Book,Books
617,235,50,2,609.91,Wireless Smartwatch,Electronics
618,235,19,1,470.88,Compact Vacuum,Home Appliances
619,236,43,1,871.0,Electric Toaster,Kitchen
620,237,24,1,116.35,Wireless TV,Electronics
621,237,9,1,907.16,Durable Stapler,Office Supplies
622,238,1,2,657.49,Educational Doll,Toys & Games
623,238,50,3,609.91,Wireless Smartwatch,Electronics
624,238,19,3,470.88,Compact Vacuum,Home Appliances
625,238,2,2,58.73,Ceramic Blender,Kitchen
626,238,24,2,116.35,Wireless TV,Electronics
627,239,2,3,58.73,Ceramic Blender,Kitchen
628,239,32,3,881.19,Ceramic Mixer,Kitchen
629,240,33,3,872.23,Durable Backpack,Sports & Outdoors
630,241,28,3,513.64,Recycled Pen Set,Office Supplies
631,241,17,2,437.4,Executive Pen Set,Office Supplies
632,242,40,1,185.38,Ergonomic Cabinet,Furniture
633,243,13,1,936.93,All-Weather Ball,Sports & Outdoors
634,243,16,2,164.09,Classic Puzzle,Toys & Games
635,244,9,2,907.16,Durable Stapler,Office Supplies
636,244,17,1,437.4,Executive Pen Set,Office Supplies
637,245,50,1,609.91,Wireless Smartwatch,Electronics
638,245,19,1,470.88,Compact Vacuum,Home Appliances
639,245,1,1,657.49,Educational Doll,Toys & Games
640,245,11,1,798.89,Electronic Puzzle,Toys & Games
641,245,24,2,116.35,Wireless TV,Electronics
642,246,9,3,907.16,Durable Stapler,Office Supplies
643,246,17,1,437.4,Executive Pen Set,Office Supplies
644,247,24,3,116.35,Wireless TV,Electronics
645,248,38,2,898.61,Organic Moisturizer,Beauty & Personal Care
646,249,38,1,898.61,Organic Moisturizer,Beauty & Personal Care
647,249,37,1,575.69,Classic Board Game,Toys & Games
648,249,29,1,869.43,Casual Shirt,Clothing
649,249,30,3,144.69,Illustrated Self-Help Book,Books
650,249,34,1,581.47,Natural Moisturizer,Beauty & Personal Care
651,250,2,1,58.73,Ceramic Blender,Kitchen
652,250,14,3,945.75,Modern Sofa,Furniture
653,251,4,1,692.96,Vintage T-shirt,Clothing
654,252,5,1,217.67,Classic Board Game,Toys & Games
655,252,16,2,164.09,Classic Puzzle,Toys & Games
656,253,15,2,670.76,Vintage Jacket,Clothing
657,253,7,3,669.73,Bestselling Biography,Books
658,253,50,2,609.91,Wireless Smartwatch,Electronics
659,254,28,3,513.64,Recycled Pen Set,Office Supplies
660,254,17,1,437.4,Executive Pen Set,Office Supplies
661,255,43,1,871.0,Electric Toaster,Kitchen
662,256,32,3,881.19,Ceramic Mixer,Kitchen
663,257,43,2,871.0,Electric Toaster,Kitchen
664,257,32,2,881.19,Ceramic Mixer,Kitchen
665,257,2,1,58.73,Ceramic Blender,Kitchen
666,258,37,1,575.69,Classic Board Game,Toys & Games
667,258,44,1,36.41,Wooden Cabinet,Furniture
668,258,25,1,255.44,All-Weather Tent,Sports & Outdoors
669,259,17,2,437.4,Executive Pen Set,Office Supplies
670,259,7,2,669.73,Bestselling Biography,Books
671,259,36,3,432.44,Energy-efficient Fan,Home Appliances
672,259,35,3,676.61,Hypoallergenic Hair Dryer,Beauty & Personal Care
673,260,18,2,218.27,Hardcover Biography,Books
674,261,2,2,58.73,Ceramic Blender,Kitchen
675,261,32,1,881.19,Ceramic Mixer,Kitchen
676,261,43,2,871.0,Electric Toaster,Kitchen
677,261,28,3,513.64,Recycled Pen Set,Office Supplies
678,261,16,2,164.09,Classic Puzzle,Toys & Games
679,262,19,3,470.88,Compact Vacuum,Home Appliances
680,262,1,3,657.49,Educational Doll,Toys & Games
681,263,32,1,881.19,Ceramic Mixer,Kitchen
682,263,43,1,871.0,Electric Toaster,Kitchen
683,263,2,3,58.73,Ceramic Blender,Kitchen
684,264,25,1,255.44,All-Weather Tent,Sports & Outdoors
685,265,32,1,881.19,Ceramic Mixer,Kitchen
686,266,28,2,513.64,Recycled Pen Set,Office Supplies
687,266,9,2,907.16,Durable Stapler,Office Supplies
688,267,6,1,969.12,Professional Ball,Sports & Outdoors
689,267,34,2,581.47,Natural Moisturizer,Beauty & Personal Care
690,267,21,3,330.45,Smart Heater,Home Appliances
691,268,19,1,470.88,Compact Vacuum,Home Appliances
692,268,50,3,609.91,Wireless Smartwatch,Electronics
693,269,2,3,58.73,Ceramic Blender,Kitchen
694,270,5,1,217.67,Classic Board Game,Toys & Games
695,270,40,1,185.38,Ergonomic Cabinet,Furniture
696,270,46,3,186.25,Natural Hair Dryer,Beauty & Personal Care
697,270,39,1,426.93,Ergonomic Cabinet,Furniture
698,271,41,3,572.96,Lightweight Tent,Sports & Outdoors
699,271,24,2,116.35,Wireless TV,Electronics
700,272,21,3,330.45,Smart Heater,Home Appliances
701,273,50,1,609.91,Wireless Smartwatch,Electronics
702,273,19,3,470.88,Compact Vacuum,Home Appliances
703,273,1,2,657.49,Educational Doll,Toys & Games
704,274,9,2,907.16,Durable Stapler,Office Supplies
705,274,17,2,437.4,Executive Pen Set,Office Supplies
706,274,28,1,513.64,Recycled Pen Set,Office Supplies
707,274,40,2,185.38,Ergonomic Cabinet,Furniture
708,275,31,1,11.91,Formal Jeans,Clothing
709,276,9,1,907.16,Durable Stapler,Office Supplies
710,276,16,1,164.09,Classic Puzzle,Toys & Games
711,277,37,2,575.69,Classic Board Game,Toys & Games
712,277,9,3,907.16,Durable Stapler,Office Supplies
713,277,8,1,620.77,Casual Jeans,Clothing
714,277,27,1,33.26,Professional Shampoo,Beauty & Personal Care
715,278,32,2,881.19,Ceramic Mixer,Kitchen
716,278,14,1,945.75,Modern Sofa,Furniture
717,278,34,3,581.47,Natural Moisturizer,Beauty & Personal Care
718,279,23,1,853.43,Compact Cabinet,Furniture
719,279,7,2,669.73,Bestselling Biography,Books
720,280,41,3,572.96,Lightweight Tent,Sports & Outdoors
721,281,1,1,657.49,Educational Doll,Toys & Games
722,282,50,1,609.91,Wireless Smartwatch,Electronics
723,282,1,3,657.49,Educational Doll,Toys & Games
724,282,19,3,470.88,Compact Vacuum,Home Appliances
725,282,22,1,315.8,Premium Organizer,Office Supplies
726,283,32,1,881.19,Ceramic Mixer,Kitchen
727,283,2,1,58.73,Ceramic Blender,Kitchen
728,283,43,2,871.0,Electric Toaster,Kitchen
729,284,9,3,907.16,Durable Stapler,Office Supplies
730,284,28,1,513.64,Recycled Pen Set,Office Supplies
731,285,28,3,513.64,Recycled Pen Set,Office Supplies
732,285,7,3,669.73,Bestselling Biography,Books
733,285,40,2,185.38,Ergonomic Cabinet,Furniture
734,286,6,1,969.12,Professional Ball,Sports & Outdoors
735,287,50,3,609.91,Wireless Smartwatch,Electronics
736,288,10,1,224.96,Portable TV,Electronics
737,289,50,2,609.91,Wireless Smartwatch,Electronics
738,290,1,2,657.49,Educational Doll,Toys & Games
739,290,19,2,470.88,Compact Vacuum,Home Appliances
740,291,4,1,692.96,Vintage T-shirt,Clothing
741,291,31,1,11.91,Formal Jeans,Clothing
742,291,16,2,164.09,Classic Puzzle,Toys & Games
743,291,30,2,144.69,Illustrated Self-Help Book,Books
744,291,23,2,853.43,Compact Cabinet,Furniture
745,292,39,3,426.93,Ergonomic Cabinet,Furniture
746,292,30,2,144.69,Illustrated Self-Help Book,Books
747,293,9,1,907.16,Durable Stapler,Office Supplies
748,293,28,2,513.64,Recycled Pen Set,Office Supplies
749,293,17,1,437.4,Executive Pen Set,Office Supplies
750,293,16,2,164.09,Classic Puzzle,Toys & Games
751,293,43,1,871.0,Electric Toaster,Kitchen
752,294,38,3,898.61,Organic Moisturizer,Beauty & Personal Care
753,294,43,1,871.0,Electric Toaster,Kitchen
754,294,13,3,936.93,All-Weather Ball,Sports & Outdoors
755,294,39,1,426.93,Ergonomic Cabinet,Furniture
756,294,23,2,853.43,Compact Cabinet,Furniture
757,295,9,1,907.16,Durable Stapler,Office Supplies
758,295,17,1,437.4,Executive Pen Set,Office Supplies
759,296,32,2,881.19,Ceramic Mixer,Kitchen
760,296,43,3,871.0,Electric Toaster,Kitchen
761,296,2,3,58.73,Ceramic Blender,Kitchen
762,296,47,2,275.32,Limited Edition Self-Help Book,Books
763,296,1,2,657.49,Educational Doll,Toys & Games
764,297,38,2,898.61,Organic Moisturizer,Beauty & Personal Care
765,298,19,2,470.88,Compact Vacuum,Home Appliances
766,299,3,2,380.13,Luxury Moisturizer,Beauty & Personal Care
767,300,17,1,437.4,Executive Pen Set,Office Supplies
768,300,28,3,513.64,Recycled Pen Set,Office Supplies
769,300,9,2,907.16,Durable Stapler,Office Supplies
770,301,21,1,330.45,Smart Heater,Home Appliances
771,301,20,3,269.58,Interactive Building Blocks,Toys & Games
772,301,31,1,11.91,Formal Jeans,Clothing
773,301,24,2,116.35,Wireless TV,Electronics
774,301,6,2,969.12,Professional Ball,Sports & Outdoors
775,302,19,1,470.88,Compact Vacuum,Home Appliances
776,302,37,3,575.69,Classic Board Game,Toys & Games
777,303,19,2,470.88,Compact Vacuum,Home Appliances
778,303,50,2,609.91,Wireless Smartwatch,Electronics
779,303,1,2,657.49,Educational Doll,Toys & Games
780,303,36,3,432.44,Energy-efficient Fan,Home Appliances
781,304,2,2,58.73,Ceramic Blender,Kitchen
782,304,43,3,871.0,Electric Toaster,Kitchen
783,305,41,2,572.96,Lightweight Tent,Sports & Outdoors
784,305,19,2,470.88,Compact Vacuum,Home Appliances
785,305,8,1,620.77,Casual Jeans,Clothing
786,306,28,3,513.64,Recycled Pen Set,Office Supplies
787,306,9,3,907.16,Durable Stapler,Office Supplies
788,306,17,3,437.4,Executive Pen Set,Office Supplies
789,306,47,2,275.32,Limited Edition Self-Help Book,Books
790,306,2,1,58.73,Ceramic Blender,Kitchen
791,307,17,3,437.4,Executive Pen Set,Office Supplies
792,307,28,3,513.64,Recycled Pen Set,Office Supplies
793,307,9,1,907.16,Durable Stapler,Office Supplies
794,307,39,1,426.93,Ergonomic Cabinet,Furniture
795,307,29,2,869.43,Casual Shirt,Clothing
796,308,1,2,657.49,Educational Doll,Toys & Games
797,308,19,1,470.88,Compact Vacuum,Home Appliances
798,308,50,3,609.91,Wireless Smartwatch,Electronics
799,308,16,3,164.09,Classic Puzzle,Toys & Games
800,309,32,1,881.19,Ceramic Mixer,Kitchen
801,309,2,1,58.73,Ceramic Blender,Kitchen
802,310,19,3,470.88,Compact Vacuum,Home Appliances
803,310,1,3,657.49,Educational Doll,Toys & Games
804,311,43,1,871.0,Electric Toaster,Kitchen
805,312,19,2,470.88,Compact Vacuum,Home Appliances
806,312,8,1,620.77,Casual Jeans,Clothing
807,312,44,1,36.41,Wooden Cabinet,Furniture
808,313,50,3,609.91,Wireless Smartwatch,Electronics
809,313,1,1,657.49,Educational Doll,Toys & Games
810,314,3,1,380.13,Luxury Moisturizer,Beauty & Personal Care
811,314,35,1,676.61,Hypoallergenic Hair Dryer,Beauty & Personal Care
812,314,13,1,936.93,All-Weather Ball,Sports & Outdoors
813,315,26,1,27.02,Portable Fitness Tracker,Sports & Outdoors
814,315,16,3,164.09,Classic Puzzle,Toys & Games
815,315,33,3,872.23,Durable Backpack,Sports & Outdoors
816,315,11,1,798.89,Electronic Puzzle,Toys & Games
817,315,43,2,871.0,Electric Toaster,Kitchen
818,316,40,1,185.38,Ergonomic Cabinet,Furniture
819,316,13,2,936.93,All-Weather Ball,Sports & Outdoors
820,316,47,1,275.32,Limited Edition Self-Help Book,Books
821,316,9,2,907.16,Durable Stapler,Office Supplies
822,317,1,2,657.49,Educational Doll,Toys & Games
823,317,19,2,470.88,Compact Vacuum,Home Appliances
824,317,50,1,609.91,Wireless Smartwatch,Electronics
825,317,44,2,36.41,Wooden Cabinet,Furniture
826,317,11,3,798.89,Electronic Puzzle,Toys & Games
827,318,15,2,670.76,Vintage Jacket,Clothing
828,318,45,2,500.45,Electric Cookware Set,Kitchen
829,319,24,3,116.35,Wireless TV,Electronics
830,319,16,1,164.09,Classic Puzzle,Toys & Games
831,319,30,2,144.69,Illustrated Self-Help Book,Books
832,319,41,3,572.96,Lightweight Tent,Sports & Outdoors
833,319,38,2,898.61,Organic Moisturizer,Beauty & Personal Care
834,320,19,3,470.88,Compact Vacuum,Home Appliances
835,320,50,3,609.91,Wireless Smartwatch,Electronics
836,320,1,3,657.49,Educational Doll,Toys & Games
837,321,39,3,426.93,Ergonomic Cabinet,Furniture
838,321,45,3,500.45,Electric Cookware Set,Kitchen
839,322,50,2,609.91,Wireless Smartwatch,Electronics
840,322,19,1,470.88,Compact Vacuum,Home Appliances
841,322,1,2,657.49,Educational Doll,Toys & Games
842,323,34,1,581.47,Natural Moisturizer,Beauty & Personal Care
843,323,28,2,513.64,Recycled Pen Set,Office Supplies
844,323,38,2,898.61,Organic Moisturizer,Beauty & Personal Care
845,324,34,2,581.47,Natural Moisturizer,Beauty & Personal Care
846,324,40,3,185.38,Ergonomic Cabinet,Furniture
847,325,43,2,871.0,Electric Toaster,Kitchen
848,325,32,1,881.19,Ceramic Mixer,Kitchen
849,326,15,1,670.76,Vintage Jacket,Clothing
850,326,21,3,330.45,Smart Heater,Home Appliances
851,327,43,1,871.0,Electric Toaster,Kitchen
852,327,32,1,881.19,Ceramic Mixer,Kitchen
853,327,2,3,58.73,Ceramic Blender,Kitchen
854,327,48,1,353.38,Portable Bicycle,Sports & Outdoors
855,327,5,3,217.67,Classic Board Game,Toys & Games
856,328,17,1,437.4,Executive Pen Set,Office Supplies
857,329,9,3,907.16,Durable Stapler,Office Supplies
858,329,28,1,513.64,Recycled Pen Set,Office Supplies
859,329,17,1,437.4,Executive Pen Set,Office Supplies
860,329,34,3,581.47,Natural Moisturizer,Beauty & Personal Care
861,330,19,1,470.88,Compact Vacuum,Home Appliances
862,330,1,1,657.49,Educational Doll,Toys & Games
863,330,50,1,609.91,Wireless Smartwatch,Electronics
864,331,6,2,969.12,Professional Ball,Sports & Outdoors
865,331,27,1,33.26,Professional Shampoo,Beauty & Personal Care
866,331,1,1,657.49,Educational Doll,Toys & Games
867,331,9,1,907.16,Durable Stapler,Office Supplies
868,331,26,3,27.02,Portable Fitness Tracker,Sports & Outdoors
869,332,11,1,798.89,Electronic Puzzle,Toys & Games
870,332,26,3,27.02,Portable Fitness Tracker,Sports & Outdoors
871,332,7,3,669.73,Bestselling Biography,Books
872,332,50,1,609.91,Wireless Smartwatch,Electronics
873,333,8,3,620.77,Casual Jeans,Clothing
874,334,38,2,898.61,Organic Moisturizer,Beauty & Personal Care
875,334,37,3,575.69,Classic Board Game,Toys & Games
876,335,32,2,881.19,Ceramic Mixer,Kitchen
877,335,43,1,871.0,Electric Toaster,Kitchen
878,335,2,1,58.73,Ceramic Blender,Kitchen
879,336,14,3,945.75,Modern Sofa,Furniture
880,336,15,1,670.76,Vintage Jacket,Clothing
881,337,28,3,513.64,Recycled Pen Set,Office Supplies
882,337,9,2,907.16,Durable Stapler,Office Supplies
883,338,8,1,620.77,Casual Jeans,Clothing
884,339,1,1,657.49,Educational Doll,Toys & Games
885,339,19,2,470.88,Compact Vacuum,Home Appliances
886,339,50,1,609.91,Wireless Smartwatch,Electronics
887,340,22,2,315.8,Premium Organizer,Office Supplies
888,340,38,3,898.61,Organic Moisturizer,Beauty & Personal Care
889,341,1,3,657.49,Educational Doll,Toys & Games
890,341,50,1,609.91,Wireless Smartwatch,Electronics
891,341,19,1,470.88,Compact Vacuum,Home Appliances
892,342,9,2,907.16,Durable Stapler,Office Supplies
893,342,17,1,437.4,Executive Pen Set,Office Supplies
894,342,28,1,513.64,Recycled Pen Set,Office Supplies
895,342,45,3,500.45,Electric Cookware Set,Kitchen
896,342,24,1,116.35,Wireless TV,Electronics
897,343,9,1,907.16,Durable Stapler,Office Supplies
898,343,28,1,513.64,Recycled Pen Set,Office Supplies
899,344,19,3,470.88,Compact Vacuum,Home Appliances
900,344,50,3,609.91,Wireless Smartwatch,Electronics
901,344,1,3,657.49,Educational Doll,Toys & Games
902,345,41,2,572.96,Lightweight Tent,Sports & Outdoors
903,345,28,2,513.64,Recycled Pen Set,Office Supplies
904,345,42,1,874.95,Vintage Shirt,Clothing
905,345,9,2,907.16,Durable Stapler,Office Supplies
906,345,5,2,217.67,Classic Board Game,Toys & Games
907,346,17,2,437.4,Executive Pen Set,Office Supplies
908,346,28,2,513.64,Recycled Pen Set,Office Supplies
909,347,17,2,437.4,Executive Pen Set,Office Supplies
910,347,9,2,907.16,Durable Stapler,Office Supplies
911,347,28,2,513.64,Recycled Pen Set,Office Supplies
912,348,17,3,437.4,Executive Pen Set,Office Supplies
913,348,28,2,513.64,Recycled Pen Set,Office Supplies
914,349,21,1,330.45,Smart Heater,Home Appliances
915,349,10,1,224.96,Portable TV,Electronics
916,349,5,3,217.67,Classic Board Game,Toys & Games
917,350,50,1,609.91,Wireless Smartwatch,Electronics
918,351,7,1,669.73,Bestselling Biography,Books
919,351,46,1,186.25,Natural Hair Dryer,Beauty & Personal Care
920,351,50,3,609.91,Wireless Smartwatch,Electronics
921,351,34,1,581.47,Natural Moisturizer,Beauty & Personal Care
922,352,2,2,58.73,Ceramic Blender,Kitchen
923,352,32,1,881.19,Ceramic Mixer,Kitchen
924,353,20,3,269.58,Interactive Building Blocks,Toys & Games
925,353,49,1,971.24,Creative Board Game,Toys & Games
926,354,2,1,58.73,Ceramic Blender,Kitchen
927,354,32,2,881.19,Ceramic Mixer,Kitchen
928,354,43,1,871.0,Electric Toaster,Kitchen
929,354,8,2,620.77,Casual Jeans,Clothing
930,355,9,3,907.16,Durable Stapler,Office Supplies
931,355,17,3,437.4,Executive Pen Set,Office Supplies
932,355,12,2,853.97,Designer Shirt,Clothing
933,356,47,2,275.32,Limited Edition Self-Help Book,Books
934,356,4,2,692.96,Vintage T-shirt,Clothing
935,356,28,1,513.64,Recycled Pen Set,Office Supplies
936,357,32,3,881.19,Ceramic Mixer,Kitchen
937,357,43,1,871.0,Electric Toaster,Kitchen
938,357,2,3,58.73,Ceramic Blender,Kitchen
939,357,40,1,185.38,Ergonomic Cabinet,Furniture
940,357,47,1,275.32,Limited Edition Self-Help Book,Books
941,358,9,1,907.16,Durable Stapler,Office Supplies
942,358,28,2,513.64,Recycled Pen Set,Office Supplies
943,358,17,3,437.4,Executive Pen Set,Office Supplies
944,358,31,3,11.91,Formal Jeans,Clothing
945,359,35,1,676.61,Hypoallergenic Hair Dryer,Beauty & Personal Care
946,359,46,1,186.25,Natural Hair Dryer,Beauty & Personal Care
947,360,3,1,380.13,Luxury Moisturizer,Beauty & Personal Care
948,360,49,3,971.24,Creative Board Game,Toys & Games
949,361,50,3,609.91,Wireless Smartwatch,Electronics
950,361,19,1,470.88,Compact Vacuum,Home Appliances
951,362,17,1,437.4,Executive Pen Set,Office Supplies
952,362,43,1,871.0,Electric Toaster,Kitchen
953,363,32,3,881.19,Ceramic Mixer,Kitchen
954,363,2,2,58.73,Ceramic Blender,Kitchen
955,363,43,1,871.0,Electric Toaster,Kitchen
956,364,33,1,872.23,Durable Backpack,Sports & Outdoors
957,364,39,2,426.93,Ergonomic Cabinet,Furniture
958,364,11,2,798.89,Electronic Puzzle,Toys & Games
959,364,35,2,676.61,Hypoallergenic Hair Dryer,Beauty & Personal Care
960,365,42,2,874.95,Vintage Shirt,Clothing
961,366,45,3,500.45,Electric Cookware Set,Kitchen
962,366,12,1,853.97,Designer Shirt,Clothing
963,367,50,2,609.91,Wireless Smartwatch,Electronics
964,367,13,3,936.93,All-Weather Ball,Sports & Outdoors
965,367,21,2,330.45,Smart Heater,Home Appliances
966,368,1,2,657.49,Educational Doll,Toys & Games
967,368,50,2,609.91,Wireless Smartwatch,Electronics
968,368,19,3,470.88,Compact Vacuum,Home Appliances
969,369,1,1,657.49,Educational Doll,Toys & Games
970,369,50,3,609.91,Wireless Smartwatch,Electronics
971,369,19,1,470.88,Compact Vacuum,Home Appliances
972,370,31,1,11.91,Formal Jeans,Clothing
973,371,25,1,255.44,All-Weather Tent,Sports & Outdoors
974,372,35,2,676.61,Hypoallergenic Hair Dryer,Beauty & Personal Care
975,373,48,3,353.38,Portable Bicycle,Sports & Outdoors
976,373,15,2,670.76,Vintage Jacket,Clothing
977,373,18,2,218.27,Hardcover Biography,Books
978,373,12,1,853.97,Designer Shirt,Clothing
979,374,50,3,609.91,Wireless Smartwatch,Electronics
980,375,6,1,969.12,Professional Ball,Sports & Outdoors
981,376,33,3,872.23,Durable Backpack,Sports & Outdoors
982,376,49,2,971.24,Creative Board Game,Toys & Games
983,376,29,3,869.43,Casual Shirt,Clothing
984,376,13,2,936.93,All-Weather Ball,Sports & Outdoors
985,376,23,2,853.43,Compact Cabinet,Furniture
986,377,2,3,58.73,Ceramic Blender,Kitchen
987,377,32,3,881.19,Ceramic Mixer,Kitchen
988,378,1,3,657.49,Educational Doll,Toys & Games
989,378,50,1,609.91,Wireless Smartwatch,Electronics
990,378,19,2,470.88,Compact Vacuum,Home Appliances
991,378,46,3,186.25,Natural Hair Dryer,Beauty & Personal Care
992,379,13,2,936.93,All-Weather Ball,Sports & Outdoors
993,379,19,1,470.88,Compact Vacuum,Home Appliances
994,379,9,3,907.16,Durable Stapler,Office Supplies
995,379,39,3,426.93,Ergonomic Cabinet,Furniture
